id,subject,description
1101,Atualização de cadastro,Preciso atualizar o endereço e o telefone da minha conta.
1102,Exportação em Excel,"Gostaria que tivesse a opção de exportar em Excel além de PDF. Aguardo com prioridade, por favor."
1103,Erro na fatura,"O valor da fatura está diferente do combinado no plano. Crítico, resolvam o quanto antes!"
1104,Crash no relatório,Ao gerar o relatório o sistema quebra e trava a sessão.
1105,Exportação em Excel,Gostaria que tivesse a opção de exportar em Excel além de PDF.
1106,Login com falha,"Não consigo logar, dá erro e a página recarrega sozinha."
1107,Pedido de nova feature,Poderia adicionar um modo escuro? Seria um recurso muito útil.
1108,Cobrança indevida,"Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso. Está tudo parado em produção, urgente!"
1109,Nota fiscal,Preciso da nota fiscal do pagamento para o financeiro da empresa. Estou bloqueado por causa disso.
1110,Erro na fatura,"O valor da fatura está diferente do combiando no plano. Aguardo com prioridade, por favor."
1111,Produto piorou,"Depois da atualização ficou péssimo, estou insatisfeito. Estou bloqueado por causa disso."
1112,Solicito aumento de limite,Solicito o aumento do limite de usuários da minha conta.
1113,Reclamação formal,Registro uma reclamação: o serviço não entrega o que promete.
1114,Cancelar assinatura e reembolso,"Quero cancelar e receber o reembolso proporcional da assinatura. Aguardo com prioridade, por favor."
1115,API pública,Gostaria de acesso a uma API para integrar com onsso sistema.
1116,Erro na fatura,"O valor da fatura está diferente do combinado no plano. Além disso, pedi o reembolso semana passada e ainda não caiu no cartão."
1117,Contato do comercial,Poderiam me passar o contato da equipe comercial?
1118,Login com falha,"Não consigo logar, dá erro e a página recarrega sozinha."
1119,Solicito aumento de limite,"Solicito o aumento do limite de usuários da minha conta. Apenas uma sugestao, sem urgência."
1120,Configurar notificações,Onde configuro para receber notificações por e-mail?
1121,Reembolso pendente,Pedi o reembolso semana passada e ainda não caiu no cartão.
1122,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessão. Aguardo com prioridade, por favor. Além disso, poderiam me passar o contato da equipe comercial?"
1123,,"ESTOU DECEPCIONADO, COBRANÇA ERRADA E NINGUÉM RESOLVE. ESTOU BLOQUEADO POR CAUSA DISSO."
1124,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo."
1125,Insatisfeito com cobrança,"Estou decepcionado, cobrança errada e ninguém resolve."
1126,Quero cancelar,"Cansei dos problemas, quero cancelar minha assinatura imediatamente."
1127,Personalizar dashboard,Solicito a possibilidade de personalizar os cards do dashboard.
1128,Como convidar usuário,Como posso convidar outro usuário para a minha conta?
1129,Péssimo atendimento,"Estou muito insatisfeito com o suporte, ninguém resolve nada."
1130,Tela em branco,"Depois do último update a tela fica em branco, parece um bug. É só uma dúvida, pode responder com calma."
1131,Sugestão de recurso,"Gostaria que o sistema permitisse adicionar tags nos tickets. Aguardo com prioridade, por favor. Além disso, esqueci meu login, como faço para recuperar o acesso?"
1132,,Pedi o reembolso semana passada e ainda não caiu no cartão.
1133,App trava ao abrir,"O aplicativo trava e fecha sozinho toda vez que tento abrir. Crítico, resolvam o quanto antes!"
1134,Mudança de titularidade,Preciso transferir a titularidade da conta para outra pessoa.
1135,Reembolso pendente,Pedi o reembolso semana passada e ainda não caiu no cartão.
1136,Sistema sempre lento,"O sistema está horrível de lento, muito decepcionado."
1137,Como filtrar dados,"Tem como filtrar os registros por data? Onde encontro isso? É importante, preciso resolver rápido. Além disso, o envio de arquivo falha sempre com mensagem de erro."
1138,Descaso com o cliente,"Faz dias que aguardo retorno e ninguém responde, um descaso. Crítico, resolvam o quanto antes!"
1139,Pedido de nova feature,"Poderia adicionar um modo escuro? Seria um recurso muito útil. Além disso, gostaria de acesso a uma API para integrar com nosso sistema."
1140,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessão. Crítico, resolvam o quanto antes! Além disso, preciso atualizar o endereço e o telefone da minha conta."
1141,Insatisfeito com cobrança,"Estou decepcionado, cobrança errada e ninguém resolve. Crítico, resolvam o quanto antes!"
1142,Exportação em Excel,Gostaria que tivesse a opção de exprotar em Excel além de PDF.
1143,Cancelar assinatura e reembolso,"Quero cancelar e receber o reembolso proporcional da assinatura. Está tudo parado em produção, urgente!"
1144,,"O BOTÃO DE EXPORTAR NÃO FUNCIONA, NADA ACONTECE AO CLICAR."
1145,Cancelar assinatura e reembolso,"Quero cancelar e receber o reembolso proporcional da assinatura. Alem disso, preciso atualizar o endereco e o telefone da minha conta."
1146,Produto piorou,"Depois da atualização ficou péssimo, estou insatisfeito."
1147,Personalizar dashboard,Solicito a possibilidade de personalizar os cards do dashboard.
1148,Sugestão de recurso,"Gostaria que o sistema permitisse adicionar tags nos tickets. É importante, preciso resolver rápido. Além disso, qual a diferença entre os planos? Posso trocar quando quiser?"
1149,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessao. Aguardo com prioridade, por favor."
1150,Perdi dados importantes,"Perdi dados por causa de um erro de vocês, inadmissível. É só uma dúvida, pode responder com calma."
1151,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo. Crítico, resolvam o quanto antes!"
1152,Personalizar dashboard,"Solicito a possibilidade de personalizar os cards do dashboard. Apenas uma sugestão, sem urgência."
1153,Dúvida sobre plano,Qual a diferença entre os planos? Posso trocar quando quiser? Estou bloqueado por causa disso.
1154,Configurar notificações,"Onde configuro para receber notificações por e-mail? Está tudo parado em produção, urgente!"
1155,Onde altero a senha,Gostaria de asber onde altero minha senha de acesso. Estou bloqueado por causa disso.
1156,Como convidar usuário,"Como posso convidar outro usuário para a minha conta? É importante, preciso resolver rápido."
1157,Nota fiscal,"Preciso da nota fiscal do pagamento para o financeiro da empresa. Não consigo trabalhar, preciso de solução imediata."
1158,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento. Além disso, solicito o aumento do limite de usuários da minha conta."
1159,API pública,"Gostaria de acesso a uma API para integrar com nosso sistema. Sem pressa, quando puderem."
1160,Solicito aumento de limite,"Solicito o aumento do limite de usuários da minha conta. Crítico, resolvam o quanto antes!"
1161,Exportação em Excel,Gostaria que tivesse a opção de exportar em Excel além de PDF.
1162,Cancelar assinatura e reembolso,Quero cancelar e receber o reembolso proporcional da assinatura.
1163,Erro na fatura,"O valor da fatura está diferente do combinado no plano. É importante, preciso resolver rápido."
1164,,GOSTARIA DE SABER ONDE ALTERO MINHA SENHA DE ACESSO.
1165,Botão quebrado,"O botão de exportar não funciona, nada acontece ao clicar. É só uma dúvida, pode responder com calma."
1166,Feedback geral,"Só queria deixar um elogio, o produto tem me ajudado bastante. Apenas uma sugestão, sem urgência."
1167,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento. Apenas uma sugestão, sem urgência. Além disso, preciso atualizar o endereço e o telefone da minha conta."
1168,Personalizar dashboard,"Solicito a possibilidade de personalizar os cards do dashboard. Aguardo com prioridade, por favor."
1169,,PODERIAM ME PASSAR O CONTATO DA EQUIPE COMERCIAL?
1170,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo. Estou bloqueado por causa disso."
1171,Informação sobre evento,"Vocês vão participar de algum evento este ano? Sem pressa, quando pudreem."
1172,Sistema sempre lento,"O sistema está horrível de lento, muito decepcionado. Estou bloqueado por causa disso."
1173,Botão quebrado,"O botão de exportar não funciona, nada acontece ao clicar."
1174,Insatisfeito com cobrança,"Estou decepcionado, cobranca errada e ninguem resolve."
1175,Onde altero a senha,"Gostaria de saber onde altero minha senha de acesso. Crítico, resolvam o quanto antes! Alem disso, fui cobrado duas vezes na faturad este mês no cartao. Solicito o reembolso."
1176,,"PERDI DADOS POR CAUSA DE UM ERRO DE VOCÊS, INADMISSÍVEL. NÃO CONSIGO TRABALHAR, PRECISO DE SOLUÇÃO IMEDIATA."
1177,Como filtrar dados,Tem como filtrar os registros por data? Onde encontro isso? Estou bloqueado por causa disso.
1178,Alterar forma de pagamento,"Quero trocar o cartão de crédito cadastrado para o pagamento. Não consigo trabalhar, preciso de solução imediata."
1179,Login com falha,"Nao consigo logar, dá erro e a página recarrega sozinha. Crítico, resolvam o quanto antes! Alem disso, onde configuro para receber notificacões por e-mail?"
1180,Quero cancelar,"Cansei dos problemas, quero cancelar minha assinatura imediatamente."
1181,Atualização de cadastro,"Preciso atualizar o endereço e o telefone da minha conta. Apenas uma sugestão, sem urgência."
1182,Login com falha,"Não consigo logar, dá erro e a página recarrega sozinha. Apenas uma sugestão, sem urgência."
1183,Erro ao salvar,"Aparece uma falha quando clico em salvar e o botão não funciona. Além disso, fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso."
1184,Dúvida sobre integração,"Como funciona a integração com o meu sistema atual? Apenas uma sugestão, sem urgência."
1185,Como filtrar dados,"Tem como filtrar os registros por data? Onde encontro isso? Não consigo trabalhar, preciso de soluãço imediata."
1186,Botão quebrado,"O botão de exportar não funciona, nada acontece ao clicar."
1187,Erro ao salvar,Aparece uma falha quando clico em salvar e o botão não funciona.
1188,,"GOSTARIA QUE TIVESSE A OPÇÃO DE EXPORTAR EM EXCEL ALÉM DE PDF. NÃO CONSIGO TRABALHAR, PRECISO DE SOLUÇÃO IMEDIATA."
1189,,"Vocês vao participar de algum evento este ano? Está tudo parado em producao, urgente!"
1190,Exportação em Excel,Gostaria que tivesse a opção de exportar em Excel além de PDF. Estou bloqueado por causa disso.
1191,Integração com Slack,"Poderiam adicionar integração com o Slack para avisos? Não consigo trabalhar, preciso de solução imediata."
1192,Dúvida sobre integração,"Como funciona a integração com o meu sistema atual? Além disso, o aplicativo trava e fecha sozinho toda vez que tento abrir."
1193,Configurar notificações,"Onde configuro para receber notificações por e-mail? Apenas uma sugestão, sem urgência. Além disso, onde configuro para receber notificações por e-mail?"
1194,,"ONDE CONFIGURO PARA RECEBER NOTIFICAÇÕES POR E-MAIL? CRÍTICO, RESOLVAM O QUANTO ANTES!"
1195,Reclamação formal,Registro uma reclamação: o serviço não entrega o que promete. Estou bloqueado por causa disso.
1196,Erro na fatura,O valor da fatura está diferente do combinado no plano.
1197,Quero cancelar,"Cansei dos problemas, quero cancelar minha assinatura imediatamente."
1198,Descaso com o cliente,"Faz dias que aguardo retorno e ninguém responde, um descaso."
1199,,"GOSTARIA QUE TIVESSE A OPÇÃO DE EXPORTAR EM EXCEL ALÉM DE PDF. SEM PRESAS, QUANDO PUDEREM."
1200,Parceria comercial,"Temos interesse em uma parceria comercial, com quem falo? Apenas uma sugestão, sem urgência. Além disso, poderia adicionar um modo escuro? Seria um recurso muito útil."
1201,Cobrança indevida,Fui cobrado duas vezes na fatura deste mês no cartao. Solicito o reembolso. Estou bloqueado por causa disso.
1202,Descaso com o cliente,"Faz dias que aguardo retorno e ninguém responde, um descaso."
1203,Sistema sempre lento,"O sistema está horrível de lento, muito decepcionado. Aguardo com prioridade, por favor."
1204,Configurar notificações,"Onde configuro para receber notificações por e-mail? É importante, preciso resolver rápido. Além disso, como faço para exportar o relatório mensal em PDF? Onde fica essa opção?"
1205,Insatisfeito com cobrança,"Estou decepcionado, cobrança errada e ninguém resolve. Apenas uma sugestão, sem urgência."
1206,Configurar notificações,"Onde configuro para receber notificações por e-mail? Sem pressa, quando puderem."
1207,Dúvida sobre plano,Qual a diferenç aentre os planos? Posso trocar quando quiser?
1208,Feedback geral,"Só queria deixar um elogio, o produto tem me ajudado bastante. Sem pressa, quando puderem."
1209,Parceria comercial,"Temos interesse em uma parceria comercial, com quem falo? Crítico, resolvam o quanto antes!"
1210,Botão quebrado,"O botao de exportar nao funciona, nada acontece ao clicar. É importante, preciso resolver rápido."
1211,Configurar notificações,Onde configuro para receber notificações por e-mail?
1212,Sistema sempre lento,"O sistema está horrível de lento, muito decepcionado."
1213,Como convidar usuário,Como posso convidar outro usuário para a minha conta?
1214,Cobrança após cancelamento,"Cancelei mês passado mas continuo sendo cobrado na fatura. É importante, preciso resolver rápido."
1215,Upload falhando,"O envio de arquivo falha sempre com mensagem de erro. Está tudo parado em produção, urgente!"
1216,Upload falhando,"O envio de arquivo falha sempre com mensagem de erro. Além disso, fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso."
1217,Perdi dados importantes,"Perdi dados por causa de um erro de vocês, inadmissível. Além disso, gostaria de saber onde altero minha senha de acesso."
1218,Cobrança após cancelamento,"Cancelei mês passado mas continuo sendo cobrado na fatura. Crítico, resolvam o quanto antes! Além disso, aparece uma falha quando clico em salvar e o botão não funciona."
1219,App trava ao abrir,O aplicatvio trava e fecha sozinho toda vez que tento abrir.
1220,Contato do comercial,"Poderiam me passar o contato da equipe comercial? Está tudo parado em produção, urgente!"
1221,Exportação em Excel,"Gostaria que tivesse a opção de exportar em Excel além de PDF. Crítico, resolvam o quanto antes!"
1222,Como filtrar dados,"Tem como filtrar os registros por data? Onde encontro isso? É importante, preciso resolver rápido."
1223,Cobrança indevida,"Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso. Além disso, o boleto da assinatura não chegou, preciso pagar o pagamento."
1224,,"CANSEI DOS PROBLEMAS, QUERO CANCELAR MINHA ASSINATURA IMEDIATAMENTE. ESTÁ TUDO PARADO EM PRODUÇÃO, URGENTE!"
1225,Botão quebrado,"O botão de exportar não funciona, nada acontece ao clicar. Aguardo com prioridade, por favor."
1226,Sistema sempre lento,"O sistema está horrível de lento, muito decepcionado. Sem pressa, quando puderem."
1227,Onde altero a senha,"Gostaria de saber onde altero minha senha de acesso. Além disso, o aplicativo trava e fecha sozinho toda vez que tento abrir."
1228,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessão. Apenas uma sugestão, sem urgência."
1229,Integração com Slack,"Poderiam adicionar integração com o Slack para avisos? É importante, preciso resolver rápido."
1230,Configurar notificações,Onde configuro para receber notificacões por e-mail?
1231,Tela em branco,"Depois do último update a tela fica em branco, parece um bug. Estou bloqueado por causa disso."
1232,Atualização de cadastro,"Preciso atualizar o endereço e o telefone da minha conta. Não consigo trabalhar, preciso de solução imediata."
1233,Tela em branco,"Depois do último update a tela fica em branco, parece um bug. Estou bloqueado por causa disso."
1234,Cobrança após cancelamento,Cancelei mês passado mas continuo sendo cobrado na fatura.
1235,Como filtrar dados,"Tem como filtrar os registros por data? Onde encontro isso? É só uma dúvida, pode responder com calma."
1236,Recuperar acesso,"Esqueci meu login, como faco para recuperar o acesso? Apenas uma sugestao, sem urgência."
1237,App trava ao abrir,O aplicativo trava e fecha sozinho toda vez que tento abrir. Estou bloqueado por causa disso.
1238,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessão. É importante, preciso resolver rápido."
1239,,"FAZ DIAS QUE AGUARDO RETORNO E NINGUÉM RESPONDE, UM DESCASO. É IMPORTANTE, PRECISO RESOLVER RÁPIDO."
1240,Como exportar relatório,Como faco para exportar o relatório mensal em PDF? Onde fica essa opcao?
1241,Reembolso pendente,"Pedi o reembolso semana passada e ainda não caiu no cartão. Não consigo trabalhar, preciso de solução imediata. Além disso, gostaria de saber onde altero minha senha de acesso."
1242,Novo relatório,Poderia adicionar um relatório de produtividade por equipe?
1243,Recuperar acesso,"Esqueci meu login, como faço para recuperar o acesso?"
1244,,"APARECE UMA FALHA QUANDO CLICO EM SALVAR E O BOTÃO NÃO FUNCIONA. AGUARDO COM PRIORIDADE, POR FAVOR."
1245,Cobrança indevida,Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso. Estou bloqueado por causa disso.
1246,Alterar forma de pagamento,Quero trocar o cartão de crédito cadastrado para o pagamento.
1247,Reembolso pendente,"Pedi o reembolso semana passada e ainda não caiu no cartão. É importante, preciso resolver rápido."
1248,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo. Sem pressa, quando puderem."
1249,Insatisfeito com cobrança,"Estou decepcionado, cobrança errada e ninguém resolve. Apenas uma sugestão, sem urgência."
1250,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessão. Além disso, aparece uma falha quando clico em salvar e o botão não funciona."
1251,,"O BOTÃO DE EXPORTAR NÃO FUNCIONA, NADA ACONTECE AO CLICAR. É IMPORTANTE, PRECISO RESOLVER RÁPIDO."
1252,Integração com Slack,"Poderiam adicionar integracao com o Slack para avisos? É importante, preciso resolver rápido."
1253,,"Preciso da nota fiscal do pagamento para o financeiro da empresa. Não consigo trabalhar, preciso de solução imediata."
1254,Parceria comercial,"Temos interesse em uma parceria comercial, com quem falo?"
1255,Dúvida sobre integração,Como funciona a integracao com o meu sistema atual?
1256,Tela em branco,"Depois do último update a tela fica em branco, parece um bug. Não consigo trabalhar, preciso de solução imediata."
1257,,"DEPOIS DO ÚLTIMO UPDATE A TELA FICA EM BRANCO, PARECE UM BUG. ESTOU BLOQUEADO POR CAUSA DISSO."
1258,Feedback geral,"Só queria deixar um elogio, o produto tem me ajudado bastante."
1259,Solicito aumento de limite,Solicito o aumento do limite de usuários da minha conta.
1260,Cancelar assinatura e reembolso,"Quero cancelar e receber o reembolso proporcional da assinatura. Sem pressa, quando puderem."
1261,Perdi dados importantes,"Perdi dados por causa de um erro de vocês, inadmissível. Crítico, resolvam o quanto antes!"
1262,Erro ao salvar,Aparece uma falha quando clico em salvar e o botão não funciona.
1263,App trava ao abrir,"O aplicativo trava e fecha sozinho toda vez que tento abrir. Não consigo trabalhar, preciso de solução imediata."
1264,Sistema sempre lento,"O sistema está horrível de lento, muito decepcionado. É só uma dúvida, pode responder com calma."
1265,,"O botão de exportar não funciona, nada acontece ao clicar. És ó uma dúvida, pode responder com calma."
1266,Informação sobre evento,"Vocês vão participar de algum evento este ano? Além disso, o envio de arquivo falha sempre com mensagem de erro."
1267,Quero cancelar,"Cansei dos problemas, quero cancelar minha assinatura imediatamente. Apenas uma sugestão, sem urgência."
1268,Recuperar acesso,"Esqueci meu login, como faço para recuperar o acesso? É só uma dúvida, pode responder com calma."
1269,App trava ao abrir,O aplicativo trava e fecha sozinho toda vez que tento abrir.
1270,Erro ao salvar,"Aparece uma falha quando clico em salvar e o botão não funciona. É importante, preciso resolver rápido."
1271,Como filtrar dados,Tem como filtrar os registros por data? Onde encontro isso?
1272,Nota fiscal,"Preciso da nota fiscal do pagamento para o financeiro da empresa. Está tudo parado em produção, urgente!"
1273,,VOCÊS VÃO PARTICIPAR DE ALGUM EVENTO ESTE ANO? ESTOU BLOQUEADO POR CAUSA DISSO.
1274,Erro na fatura,O valor da fatura está diferente do combinado no plano.
1275,Tela em branco,"Depois do último update a tela fica em branco, parece um bug. Além disso, como funciona a integração com o meu sistema atual?"
1276,Informação sobre evento,"Vocês vão participar de algum evento este ano? Não consigo trabalhar, preciso de solução imediata."
1277,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo."
1278,Dúvida sobre plano,"Qual a diferença entre os planos? Posso trocar quando quiser? Está tudo parado em produção, urgente!"
1279,Como convidar usuário,Como posso convidar outro usuário para a minha conta?
1280,Login com falha,"Não consigo logar, dá erro e a página recarrega sozinha. Estou bloqueado por causa disso. Além disso, cancelei mês passado mas continuo sendo cobrado na fatura."
1281,Reembolso pendente,Pedi o reembolso semana passada e ainda não caiu no cartão.
1282,Cobrança indevida,"Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso. Apenas uma sugestão, sem urgência. Além disso, preciso transferir a titularidade da conta para outra pessoa."
1283,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessão. Não consigo trabalhar, preciso de solução imediata."
1284,,"ESQUECI MEU LOGIN, COMO FAÇO PARA RECUPERAR O ACESSO? AGUARDO COM PRIORIDADE, POR FAVOR."
1285,Quero cancelar,"Cansei dos problemas, quero cancelar minha assinatura imediatamente."
1286,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo. Apenas uma sugestão, sem urgência."
1287,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo."
1288,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessão. Não consigo trabalhar, preciso de solução imediata."
1289,Novo relatório,"Poderia adicionar um relatório de produtividade por equipe? É só uma dúvida, pode responder com calma."
1290,Cancelar assinatura e reembolso,"Quero cancelar e receber o reembolso proporcional da assinatura. Está tudo parado em produção, urgente!"
1291,Reembolso pendente,"Pedi o reembolso semana passada e ainda não caiu no cartão. É só uma dúvida, pode responder com calma."
1292,Integração com Slack,Poderiam adicionar integração com o Slack para avisos?
1293,Erro ao salvar,"Aparece uma falha quando clico em salvar e o botão não funciona. Além disso, preciso atualizar o endereço e o telefone da minha conta."
1294,Como filtrar dados,Tem como filtrar os registros por data? Onde encontro isso?
1295,Sugestão de recurso,Gostaria que o sistema permitisse adicionar tags nos tickets.
1296,Upload falhando,O envio de arquivo falha sempre com mensagem de erro.
1297,Cobrança após cancelamento,"Cancelei mês passado mas continuo sendo cobrado na fatura. Não consigo trabalhar, preciso de solução imediata."
1298,Configurar notificações,Ond econfiguro para receber notificações por e-mail? Estou bloqueado por causa disso.
1299,Crash no relatório,Ao gerar o relatório o sistema quebra e trava a sessão.
1300,Dúvida sobre plano,Qual a diferença entre os planos? Posso torcar quando quiser?
1301,Como exportar relatório,Como faço para exportar o relatório mensal em PDF? Onde fica essa opção?
1302,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessão. É só uma dúvida, pode responder com calma."
1303,Erro ao salvar,Aparece uma falha quando clico em salvar e o botão não funciona.
1304,Integração com Slack,"Poderiam adicionar integracao com o Slack para avisos? Alem disso, o valor da fatura está diferent edo combinado no plano."
1305,Cobrança indevida,Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso.
1306,Cobrança indevida,"Fui cobrado duas vezes na fatura deste mês no carãto. Solicito o reembolso. Além disso, solicito a possibilidade de personalizar os cards do dashboard."
1307,Erro na fatura,O valor da fatura está diferente do combinado no plano.
1308,Como exportar relatório,"Como faço para exportar o relatório mensal em PDF? Onde fica essa opção? É importante, preciso resolver rápido."
1309,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento. Crítico, resolvam o quanto antes! Além disso, onde configuro para receber notificações por e-mail?"
1310,Erro ao salvar,"Aparece uma falha quando clico em salvar e o botao nao funciona. É só uma dúvida, pode responder com calma."
1311,,TEM COMO FILTRAR OS REGISTROS POR DATA? ONDE ENCONTRO ISSO?
1312,Dúvida sobre integração,Como funciona a integracao com o meu sistema atual?
1313,Sugestão de recurso,"Gostaria que o sistema permitisse adicionar tags nos tickets. Não consigo trabalhar, preciso de solução imediata."
1314,Cobrança indevida,"Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso. Aguardo com prioridade, por favor."
1315,Reembolso pendente,"Pedi o reembolso semana passada e ainda não caiu no cartão. Estou bloqueado por causa disso. Além disso, como faço para exportar o relatório mensal em PDF? Onde fica essa opção?"
1316,Tela em branco,"Depois do último update a tela fica em branco, parece um bug. Estou bloqueado por causa disso. Além disso, ao gerar o relatório o sistema quebra e trava a sessão."
1317,Novo relatório,Poderia adicionar um relatório de produtividade por equipe?
1318,Como convidar usuário,"Como posso convidar outro usuário para a minha conta? É importante, preciso resolver rápido."
1319,Recuperar acesso,"Esqueci meu login, como faço para recuperar o acesso? Crítico, resolvam o quanto antes!"
1320,Informação sobre evento,"Vocês vão participar de algum evento este ano? É só uma dúvida, pode responder com calma."
1321,Sistema sempre lento,"O sistema está horrível de lento, muito decepcionado."
1322,Onde altero a senha,"Gostaria de saber onde altero minha senha de acesso. Sem pressa, quando puderem."
1323,Dúvida sobre integração,"Como funciona a integração com o meu sistema atual? É importante, preciso resolver rápido. Além disso, cancelei mês passado mas continuo sendo cobrado na fatura."
1324,Onde altero a senha,Gostaria de saber onde altero minha senha de acesso. Estou bloqueado por causa disso.
1325,Crash no relatório,Ao gerar o relatório o sistema quebra e trava a sessão.
1326,Onde altero a senha,"Gostaria de saber onde altero minha senha de acesso. Aguardo com prioridade, por favor."
1327,Mudança de titularidade,"Preciso transferir a titularidade da conta para outra pessoa. Crítico, resolvam o quanto antes!"
1328,Dúvida sobre integração,"Como funciona a integração com o meu sistema atual? É importante, preciso resolver rápido."
1329,Informação sobre evento,"Vocês vao participar de algum evento este ano? Nao consigo trabalhar, preciso de solucao imediata. Alem disso, cancelei mês passado mas continuo sedno cobrado na fatura."
1330,,VOCÊS VÃO PARTICIPAR DE ALGUM EVENTO ESTE ANO? ESTOU BLOQUEADO POR CAUSA DISSO.
1331,,QUERO CANCELAR E RECEBER O REEMBOLSO PROPORCIONAL DA ASSINATURA.
1332,Dúvida sobre integração,"Como funciona a integração com o meu sistema atual? Apenas uma sugestão, sem urgência."
1333,Botão quebrado,"O botão de exportar não funciona, nada acontece ao clicar."
1334,Atualização de cadastro,Preciso atualizar o endereco e o telefone da minha conta.
1335,Crash no relatório,Ao gerar o relatório o sistema quebra e trava a sessao.
1336,Péssimo atendimento,"Estou muito insatisfeito com o suporte, ninguém resolve nada."
1337,,"O SISTEMA ESTÁ HORRÍVEL DE LENTO, MUITO DECEPCIONADO. NÃO CONSIGO TRABALHAR, PRECISO DE SOLUÇÃO IMEDIATA."
1338,Cobrança após cancelamento,"Cancelei mês passado mas continuo sendo cobrado na fatura. É importante, preciso resolver rápido."
1339,Crash no relatório,Ao gerar o relatório o sistema quebra e trava a sessão.
1340,Informação sobre evento,Vocês vão participar de algum evento este ano?
1341,Como filtrar dados,Tem como filtrar os registros por data? Onde encontro isso?
1342,Exportação em Excel,"Gostaria que tivesse a opção de exportar em Excel além de PDF. Não consigo trabalhar, preciso de solução imediata."
1343,Descaso com o cliente,"Faz dias que aguardo retorno e ninguem responde, um descaso."
1344,App trava ao abrir,O aplicativo trava e fecha sozinho toda vez que tento abrir.
1345,Cancelar assinatura e reembolso,"Quero cancelar e receber o reembolso proporcional da assinatura. Aguardo com prioridade, por favor."
1346,Configurar notificações,Onde configuro para receber notificações por e-mail?
1347,Tela em branco,"Depois do último update a tela fica em branco, parece um bug. Estou bloqueado por causa disso."
1348,Exportação em Excel,"Gostaria que tivesse a opcao de exportar em Excel alem de PDF. Alem disso, cancelei mês passado mas continuo sendo cobrado na fatura."
1349,Solicito aumento de limite,"Solciito o aumento do limite de usuários da minha conta. Sem pressa, quando puderem."
1350,Nota fiscal,"Preciso da nota fiscal do pagamento para o financeiro da empresa .É importante, preciso resolver rápido."
1351,Cancelar assinatura e reembolso,"Quero cancelar e receber o reembolso proporcional da assinatura. Nao consigo trabalhar, preciso de solucao imediata."
1352,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo. Apenas uma sugestão, sem urgência."
1353,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento."
1354,App trava ao abrir,O aplicativo trava e fecha sozinho toda vez que tento abirr.
1355,API pública,"Gostaria de acesso a uma API para integrar com nosso sistema. É importante, preciso resolver rápido."
1356,Novo relatório,"Poderia adicionar um relatório de produtividade por equipe? É importante, preciso resolver rápido."
1357,Cobrança indevida,"Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso. Crítico, resolvam o quanto antes!"
1358,,"GSOTARIA QUE TIVESSE A OPÇÃO DE EXPORTAR EM EXCEL ALÉM DE PDF. AGUARDO COM PRIORIDADE, POR FAVOR."
1359,API pública,"Gostaria de acesso a uma API para integrar com nosso sistema. É importante, preciso resolver rápido."
1360,App trava ao abrir,"O aplicativo trava e fecha sozinho toda vez que tento abrir. É só uma dúvida, pode responder com calma."
1361,Onde altero a senha,"Gostaria de saber onde altero minha senha de acesso. Está tudo parado em produção, urgente!"
1362,Quero cancelar,"Cansei dos problemas, quero cancelar minha assinatura imediatamente."
1363,Cancelar assinatura e reembolso,Quero cancelar e receber o reembolso proporcional da assinatura.
1364,Como exportar relatório,Como faço para exportar o relatório mensal em PDF? Onde fica essa opção?
1365,Nota fiscal,"Preciso da nota fiscal do pagamento para o financeiro da empresa. Crítico, resolvam o quanto antes!"
1366,Login com falha,"Nao consigo logar, dá erro e a página recarregas ozinha."
